1.000000000000000000e+02,9.578867675516070790e+01,9.267305082956076490e+01,8.979531639347416672e+01,8.708536946191725292e+01,8.457357727097094369e+01,8.216659997558583939e+01,7.992574965287583666e+01,7.800000000000000000e+01,7.949151869565322670e+01,8.268522178225251196e+01,8.587892486885179721e+01,8.909186790441064829e+01,9.313161827399613912e+01,9.717136864358161574e+01,1.014629382262937156e+02,1.058918075483480692e+02,1.095345455701052515e+02,1.127282486567045510e+02,1.155814047210407978e+02,1.181554122583967370e+02,1.202945168610447837e+02,1.210000000000000000e+02,1.210000000000000000e+02,1.199381156611614614e+02,1.183068207062964206e+02,1.158725618760840206e+02,1.126221141617609049e+02,1.087789376594251962e+02,1.045165782192615040e+02,1.060000000000000000e+02,1.076056616224196461e+02,1.107923390045270935e+02,1.142729114753677777e+02,1.178861740507770008e+02,1.216396340935435916e+02,1.254584500427247775e+02,1.293799381074672965e+02,1.334146021637910167e+02,1.374915186956532409e+02,1.406852217822525120e+02,1.438789248688517830e+02,1.470459339522053313e+02,1.490658091369980696e+02,1.510856843217908079e+02,1.519074123547412682e+02,1.510216384903303890e+02,1.484654544298947485e+02,1.452717513432954490e+02,1.417732440986990241e+02,1.380743129026720908e+02,1.341164494168656347e+02,1.297143553506819842e+02,1.251977771314204801e+02,1.208143469834843984e+02,1.166136414125928269e+02,1.128725618760840206e+02,1.097480761078406033e+02,1.073894688297125981e+02,1.060000000000000000e+02
1.040000000000000000e+02,9.912736296397740432e+01,9.433140252188887587e+01,9.010121955076553490e+01,8.676531562591961233e+01,8.456924779090655875e+01,8.284966451504210738e+01,8.129681005695871931e+01,8.100000000000000000e+01,8.195754058189626789e+01,8.368503190246816814e+01,8.639314100810852892e+01,8.986542913554657730e+01,9.357408763714504119e+01,9.803454592259105027e+01,1.029451028848810097e+02,1.078556598471709691e+02,1.124346067878365290e+02,1.160253055464291947e+02,1.192065046473603331e+02,1.222741052624367768e+02,1.251326660886871167e+02,1.260000000000000000e+02,1.260000000000000000e+02,1.252346639052270092e+02,1.235669260123057285e+02,1.207485554472940237e+02,1.175156765693047305e+02,1.133121353850525992e+02,1.089105569622899736e+02,1.050000000000000000e+02,1.056090796295028298e+02,1.065561991593703794e+02,1.088987804492344651e+02,1.124693687481607753e+02,1.168615044181868683e+02,1.214510064548736779e+02,1.261095698291238278e+02,1.309719611498560710e+02,1.357877029094813111e+02,1.403700638049363363e+02,1.443931410081085289e+02,1.478654291355465773e+02,1.510493917580967036e+02,1.530000000000000000e+02,1.530000000000000000e+02,1.530000000000000000e+02,1.512826966060817426e+02,1.479746944535708053e+02,1.442418691907995765e+02,1.404073684219540326e+02,1.364693356452515616e+02,1.316655523667331806e+02,1.267549954044432212e+02,1.219386556209080510e+02,1.173503890184585856e+02,1.133314072630586935e+02,1.096771177128698156e+02,1.071560676925262925e+02,1.050000000000000000e+02
1.050000000000000000e+02,9.998526946798432391e+01,9.501735737957258721e+01,9.038906925770859857e+01,8.609401104535011484e+01,8.269143925476029722e+01,8.069357623482137853e+01,8.000000000000000000e+01,8.000000000000000000e+01,8.012391574749112522e+01,8.238037250741848538e+01,8.463682926734585976e+01,8.775513585998362487e+01,9.105327432316589409e+01,9.562072448519424483e+01,1.005795884424078110e+02,1.056049071888810005e+02,1.106115352189028300e+02,1.147232822436550350e+02,1.183231851490443205e+02,1.216482661116191792e+02,1.242122661970568629e+02,1.257965268586684005e+02,1.260000000000000000e+02,1.259006377357438140e+02,1.239130821849088449e+02,1.217273202130052852e+02,1.186341384665571894e+02,1.145141183419635240e+02,1.099406177350450662e+02,1.040000000000000000e+02,1.045571922813350767e+02,1.053275475401424757e+02,1.073054653711457007e+02,1.099373259697665901e+02,1.136171214904794056e+02,1.182256950607145001e+02,1.231859026278997931e+02,1.282314933313863321e+02,1.332478314949822504e+02,1.377607450148369708e+02,1.422736585346917195e+02,1.462143251699808957e+02,1.500266371615829541e+02,1.521241448970388603e+02,1.530000000000000000e+02,1.526743866013898696e+02,1.520485580976371409e+02,1.492075383172587237e+02,1.456768148509556795e+02,1.419195564806346965e+02,1.375754676058862742e+02,1.328138925653263982e+02,1.277933505501998752e+02,1.227681547167355660e+02,1.181305250981206285e+02,1.135909803195079348e+02,1.096341384665571894e+02,1.067570591709817620e+02,1.046468725783483507e+02
9.700000000000000000e+01,9.234454797568677975e+01,8.775124126293468407e+01,8.427652782536645759e+01,8.198150089027430454e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.100000000000000000e+01,8.234562232604788790e+01,8.433969853944172712e+01,8.695631523429933907e+01,9.098621831601273868e+01,9.572837968105179129e+01,1.007542246805243309e+02,1.058192055837249370e+02,1.108388129525082491e+02,1.154926699527926672e+02,1.195963840991547897e+02,1.234486351441773309e+02,1.262839590355912947e+02,1.276793197442909076e+02,1.280000000000000000e+02,1.280000000000000000e+02,1.263989516048786044e+02,1.242357837495301567e+02,1.206543014062966392e+02,1.168271985744762134e+02,1.121328990809751360e+02,1.071299618064012407e+02,1.020649809032005919e+02,1.060000000000000000e+02,1.079951937247056577e+02,1.101243793685326580e+02,1.135852082619503278e+02,1.180924955486284489e+02,1.230602887110832171e+02,1.281252696142838090e+02,1.331902505174844293e+02,1.380368669781436495e+02,1.426793970788834542e+02,1.469563152342993533e+02,1.499908122106751591e+02,1.516820949202629549e+02,1.520000000000000000e+02,1.520000000000000000e+02,1.517203956824972408e+02,1.497536650236036735e+02,1.468363465840376705e+02,1.435513648558226691e+02,1.394320819288174107e+02,1.346034012785454195e+02,1.295701739782839468e+02,1.245051930750833122e+02,1.197305376130096164e+02,1.152357837495301567e+02,1.116543014062966392e+02,1.084135992872381138e+02,1.066265798161950329e+02,1.060000000000000000e+02,1.060000000000000000e+02
1.050000000000000000e+02,1.003329282394222020e+02,9.569702774516822785e+01,9.117551524538693286e+01,8.704420994862255156e+01,8.412521664723193737e+01,8.195247392348224480e+01,8.061902484903144739e+01,8.031389239245737599e+01,8.142859987744535033e+01,8.336261602284355376e+01,8.553331384854553221e+01,8.869427902506950545e+01,9.281578489438933843e+01,9.736056557713725113e+01,1.021709116339025627e+02,1.069721532777061270e+02,1.115220117348096380e+02,1.159542812465697637e+02,1.198148919423567378e+02,1.231938149577932222e+02,1.257145048905627220e+02,1.270000000000000000e+02,1.270000000000000000e+02,1.264431799646479533e+02,1.247948738841218272e+02,1.213626992635251156e+02,1.179305246429284040e+02,1.141005463288908004e+02,1.097387622310095594e+02,1.060000000000000000e+02,1.073334490744507974e+02,1.087676574182772526e+02,1.105297939018452240e+02,1.129557900513774484e+02,1.168330444703574216e+02,1.211663412678121432e+02,1.258334130283899555e+02,1.305694619622869084e+02,1.352857996323360510e+02,1.397252320456871075e+02,1.440666276970910644e+02,1.476942790250695055e+02,1.500559193353959984e+02,1.517602120914264674e+02,1.520000000000000000e+02,1.516759489074312910e+02,1.499911953060761505e+02,1.480228593767151040e+02,1.451851080576432764e+02,1.417092775633101667e+02,1.375709902188745559e+02,1.329468362352332349e+02,1.280930083383526608e+02,1.233295398939438456e+02,1.187948738841218272e+02,1.153626992635251156e+02,1.119305246429284040e+02,1.090502731644454002e+02,1.069346905577523899e+02
9.800000000000000000e+01,9.369541460063271643e+01,8.966265942336301009e+01,8.614555551381444332e+01,8.329046219194057699e+01,8.200000000000000000e+01,8.200000000000000000e+01,8.200000000000000000e+01,8.316106915327442550e+01,8.488007888072428386e+01,8.694658514278101791e+01,9.049636068154080704e+01,9.476753799289831193e+01,9.929344627253298938e+01,1.039142947504208365e+02,1.084563647408118072e+02,1.126776592448459553e+02,1.167541359327638446e+02,1.203044653388804477e+02,1.230573733493999953e+02,1.250875961133118182e+02,1.260000000000000000e+02,1.259135548394306596e+02,1.246180056292044753e+02,1.225514993671477555e+02,1.194212441271805432e+02,1.156734677747382705e+02,1.116659112803414189e+02,1.072416969557757085e+02,1.026208484778878329e+02,1.080000000000000000e+02,1.096522926996836418e+02,1.118915603844246647e+02,1.148544444861855567e+02,1.184190756161188602e+02,1.228090776116467708e+02,1.274299260895346180e+02,1.320507745674224793e+02,1.364832074598232907e+02,1.407601577614485677e+02,1.448931702855620358e+02,1.477481803407704035e+02,1.495070151971593191e+02,1.500000000000000000e+02,1.500000000000000000e+02,1.495145450863960548e+02,1.476611703775770081e+02,1.454972427114907703e+02,1.425940462148260792e+02,1.388852533012000094e+02,1.347372116600645597e+02,1.302644259500370083e+02,1.256542193577226527e+02,1.212360112584089649e+02,1.171029987342954968e+02,1.138159330953854038e+02,1.111156451831588470e+02,1.088329556401707094e+02,1.080000000000000000e+02,1.080000000000000000e+02
1.010000000000000000e+02,9.725829332294593144e+01,9.352958669819679471e+01,9.033071487326508020e+01,8.765353155314622313e+01,8.589740632135399778e+01,8.477905628407941663e+01,8.400000000000000000e+01,8.472919070835190780e+01,8.654272612292804467e+01,8.880083051363379809e+01,9.134988243521296170e+01,9.486840811588882616e+01,9.873036081627556371e+01,1.027325383739645588e+02,1.066028859444287349e+02,1.103318778747817817e+02,1.139729617988686670e+02,1.173380735731284688e+02,1.204095802801420518e+02,1.228146722119638383e+02,1.240000000000000000e+02,1.240000000000000000e+02,1.233014106659055216e+02,1.214808687038620718e+02,1.192026397162406965e+02,1.165387949098122391e+02,1.129822368697355159e+02,1.090777650252111357e+02,1.050708555830199344e+02,1.100000000000000000e+02,1.116035885758803232e+02,1.132352066509016026e+02,1.156692851267349198e+02,1.186929368937075537e+02,1.223590778752610078e+02,1.262733030057220560e+02,1.302350479040036362e+02,1.341875721250557376e+02,1.378140891843920599e+02,1.412012457704506971e+02,1.443498824352129475e+02,1.462894693719629515e+02,1.475767869387585165e+02,1.480000000000000000e+02,1.469588456222284947e+02,1.453340610626090950e+02,1.435135191005656736e+02,1.412464448201536413e+02,1.385904197198579482e+02,1.353706555760723234e+02,1.315796179266483534e+02,1.275087623436283906e+02,1.236028213318110431e+02,1.199617374077241436e+02,1.166035196216542715e+02,1.135387949098122391e+02,1.116607456232451767e+02,1.105194412563027839e+02,1.100000000000000000e+02
1.040000000000000000e+02,1.004076106842885849e+02,9.700717527613596758e+01,9.373041206400566239e+01,9.156552598438376833e+01,8.971957803388609420e+01,8.787363008338842008e+01,8.602768213289074595e+01,8.600000000000000000e+01,8.746333939558459747e+01,8.930566460619522218e+01,9.124733302431314996e+01,9.325215937525508991e+01,9.606590026766406254e+01,9.961917739461320309e+01,1.032827100388601593e+02,1.069462426831071014e+02,1.105019964610421965e+02,1.139885443511139442e+02,1.165819702393001052e+02,1.187415408393221128e+02,1.199757525186448532e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.200000000000000000e+02,1.184001142432247917e+02,1.166232662206713400e+02,1.140327574448260322e+02,1.107646720422607416e+02,1.074879088301304506e+02,1.100000000000000000e+02,1.107184778631422830e+02,1.119964123619320162e+02,1.136347939679971688e+02,1.164590983124849544e+02,1.196235805133381263e+02,1.227880627141912839e+02,1.259525449150444416e+02,1.296085937184336672e+02,1.329266787911691949e+02,1.360890633699123669e+02,1.391957328389010513e+02,1.422521593752551041e+02,1.445329501338320313e+02,1.450000000000000000e+02,1.450000000000000000e+02,1.450000000000000000e+02,1.441245008847394615e+02,1.430038185496286758e+02,1.404180297606999090e+02,1.375169183213557744e+02,1.340727424440654261e+02,1.304131446243577841e+02,1.267496119801108279e+02,1.230860793358638716e+02,1.198002284864495692e+02,1.166232662206713400e+02,1.140327574448260322e+02,1.123823360211303708e+02,1.107439544150652324e+02
1.010000000000000000e+02,9.869492606977264870e+01,9.638985213954529740e+01,9.454238910465898016e+01,9.356856031034601529e+01,9.284718524205825929e+01,9.234176434815789491e+01,9.200000000000000000e+01,9.247296130450465057e+01,9.297838219840502916e+01,9.416323802645094077e+01,9.598555897509955059e+01,9.780787992374817463e+01,1.003054521831359978e+02,1.028826031837114812e+02,1.053848444138923952e+02,1.076997020197552501e+02,1.097614228202156426e+02,1.117275630450880755e+02,1.134313644945039670e+02,1.148609106602252297e+02,1.150000000000000000e+02,1.150000000000000000e+02,1.150000000000000000e+02,1.143492484372867608e+02,1.129476608871371042e+02,1.106425869569097529e+02,1.083375130266824016e+02,1.060324390964550503e+02,1.035771510005754834e+02,1.160000000000000000e+02,1.171525369651136828e+02,1.183050739302273513e+02,1.199152217906820539e+02,1.222943190689619541e+02,1.247640737897086893e+02,1.272911782592105254e+02,1.298344879202680602e+02,1.323648065225232813e+02,1.348919109920251174e+02,1.371632380264509266e+02,1.389855589750995648e+02,1.408078799237481746e+02,1.410000000000000000e+02,1.410000000000000000e+02,1.405383851953692158e+02,1.394752234851835624e+02,1.379289328848382752e+02,1.362724369549119103e+02,1.343529532582440424e+02,1.322086340096621484e+02,1.296735958726387139e+02,1.270964448720632163e+02,1.245192938714877329e+02,1.220477453118602682e+02,1.199738304435685450e+02,1.188212934784548764e+02,1.176687565133411937e+02,1.165162195482275251e+02,1.160000000000000000e+02
9.800000000000000000e+01,9.442107629394651269e+01,9.091703566421944060e+01,8.761743104249748626e+01,8.450487983984029938e+01,8.153417594691414649e+01,7.874746627383044029e+01,7.613889977816552346e+01,7.556195437776193558e+01,7.721175668862291275e+01,7.906863241833929123e+01,8.160801866442406549e+01,8.459283005744072170e+01,8.772115525960670368e+01,9.084948046177268566e+01,9.433232266455901538e+01,9.802139278108039377e+01,1.016740042848393841e+02,1.051487627568200196e+02,1.085739783710514814e+02,1.111796920572898415e+02,1.128294943681508045e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.130000000000000000e+02,1.123381044583714186e+02,1.106104864654562192e+02,1.080019199697913024e+02,1.052326460974444586e+02,1.016890701165214068e+02,1.160000000000000000e+02,1.168947309265133754e+02,1.180414821678902797e+02,1.196912844787512569e+02,1.216634134401064671e+02,1.238493680398143795e+02,1.262525337261695597e+02,1.288611002218344765e+02,1.321239087555238712e+02,1.354235133772458255e+02,1.386029486275089369e+02,1.412060139983180420e+02,1.433705187859004582e+02,1.453257220372541951e+02,1.472809252886079321e+02,1.480000000000000000e+02,1.480000000000000000e+02,1.477753319050535481e+02,1.465404948972719978e+02,1.451704086515794074e+02,1.426406158854203170e+02,1.393410112636983911e+02,1.356921920668399650e+02,1.320031219503185582e+02,1.283140518337971798e+02,1.246905222918570928e+02,1.216104864654562192e+02,1.190019199697913024e+02,1.166163230487222222e+02,1.160000000000000000e+02
